ID,Year,Host,State,County,Country,Field,Form.ID,Serial_agar_dilution_for_creating_the_model_..N.20.,hyphal_tip..ht.,DNA.Extraction,lat,long,Size.of.field..acres.,Percentage.Affected,History,Plot,Number.of.Years,Fungicide.This.Year,Chemigation,Applied.for.White.Mold,Fungicide_current_season,molecule.s._current_season,company_current_season,Timing,Applications,Rate,Pre.2015.Fungicides,Number.of.Years.1,Fungicide_previous_seasons,molecule.s._previous_seasons,company_previous_seasons,Timing..Soybean,Notes,Apparently.low.sensitiviy,Group_MOA_current_season,Group_MOA_previous_seasons,Fungicide_status,Selection_fungicides,Source
1493,2017,soybeans,WI,Sauk City,USA,sa,,No,,No DNA extraction,43.222372,-89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #3",,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
1494,2017,soybeans,WI,Sauk City,USA,sa,,No,,No DNA extraction,43.222372,-89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #4",,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
1495,2017,soybeans,WI,Sauk City,USA,sa,,No,,No DNA extraction,43.222372,-89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #5",,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
1496,2017,soybeans,WI,Sauk City,USA,sa,,No,,No DNA extraction,43.222372,-89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #6",,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
1497,2017,soybeans,WI,Sauk City,USA,sa,,No,,No DNA extraction,43.222372,-89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #7",,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
1498,2017,soybeans,WI,Sauk City,USA,sa,,No,,No DNA extraction,43.222372,-89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #8",,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
1499,2017,soybeans,WI,Sauk City,USA,sa,,No,,No DNA extraction,43.222372,-89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #9",,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
1500,2017,soybeans,WI,Sauk City,USA,sa,,No,,No DNA extraction,43.222372,-89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #10",,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
1501,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #1,104,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,selected,Fungicide field trials
1502,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #2,104,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,tested,no_selected,Fungicide field trials
1503,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #3,104,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,selected,Fungicide field trials
1504,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #4,104,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1505,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #5,104,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1506,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #6,104,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,selected,Fungicide field trials
1507,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #7,104,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,selected,Fungicide field trials
1508,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #8,104,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1509,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #9,104,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,selected,Fungicide field trials
1510,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #10,104,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1511,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #1,201,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1512,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #2,201,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1513,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #3,201,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,selected,Fungicide field trials
1514,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #4,201,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1515,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #5,201,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1516,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #6,201,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1517,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #7,201,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1518,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #8,201,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,selected,Fungicide field trials
1519,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #9,201,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1520,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #10,201,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1521,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #1,307,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1522,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #2,307,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,selected,Fungicide field trials
1523,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #3,307,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1524,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #4,307,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1525,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #5,307,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1526,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #6,307,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1527,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #7,307,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1528,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #8,307,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1529,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #9,307,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1530,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #10,307,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,selected,Fungicide field trials
1531,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #1,403,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1532,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #2,403,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1533,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #3,403,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,selected,Fungicide field trials
1534,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #4,403,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1535,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #5,403,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1536,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #6,403,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1537,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #7,403,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,selected,Fungicide field trials
1538,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #8,403,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1539,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #9,403,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1540,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #10,403,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,selected,Fungicide field trials
1541,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #1,102,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Fungicide field trials
1542,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #2,102,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1543,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #3,102,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1544,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #4,102,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1545,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #5,102,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1546,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #6,102,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1547,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #7,102,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1548,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #8,102,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1549,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #9,102,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1550,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #10,102,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1551,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #1,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1552,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #2,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1553,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #3,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1554,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #4,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1555,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #5,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1556,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #6,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1557,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #7,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1558,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #8,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1559,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #9,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1560,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #10,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1561,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #1,308,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1562,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #2,308,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1563,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #3,308,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1564,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #4,308,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1565,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #5,308,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1566,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #6,308,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1567,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #7,308,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1568,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #8,308,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1569,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #9,308,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1570,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #10,308,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1571,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 404(1) Non-treated  Sample #1,404,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1572,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 404(1) Non-treated  Sample #2,404,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1573,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 404(1) Non-treated  Sample #3,404,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1574,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 404(1) Non-treated  Sample #4,404,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1575,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 404(1) Non-treated  Sample #5,404,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1576,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 404(1) Non-treated  Sample #6,404,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1577,2017,soybeans,WI,Hancock,USA,han,,No,,No DNA extraction,44.113197,-89.545851,,,Trial ID: 17248  Plot 404(1) Non-treated  Sample #7,404,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
