Collection_ID,Year,Host,State,County,Country,Field,Form ID,Serial_agar_dilution_for_creating_the_model_ (N=20),Origin,hyphal_tip (ht),DNA Extraction,lat,long,Size of field (acres),Percentage Affected ,History,Number of Years,Fungicide This Year,Chemigation,Applied for White Mold,Fungicide_current_season,molecule(s)_current_season,company_current_season,Timing,Applications,Rate,Pre-2015 Fungicides,Number of Years,Fungicide_previous_seasons,molecule(s)_previous_seasons,company_previous_seasons,Timing: Soybean,Notes,Apparently low sensitiviy
1529,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #9,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1530,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #10,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1531,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #1,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1532,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #2,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1533,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #3,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1534,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #4,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1535,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #5,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1536,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #6,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1537,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #7,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1538,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #8,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1539,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #9,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1540,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 403(4) Topsin 20 fl oz/ac @ R1 Sample #10,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1541,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #1,,,,,control,control,,,0,0,,,,,,,,
1542,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #2,,,,,control,control,,,0,0,,,,,,,,
1543,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #3,,,,,control,control,,,0,0,,,,,,,,
1544,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #4,,,,,control,control,,,0,0,,,,,,,,
1545,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #5,,,,,control,control,,,0,0,,,,,,,,
1546,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #6,,,,,control,control,,,0,0,,,,,,,,
1547,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #7,,,,,control,control,,,0,0,,,,,,,,
1548,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #8,,,,,control,control,,,0,0,,,,,,,,
1549,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #9,,,,,control,control,,,0,0,,,,,,,,
1550,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 102(1) Non-treated  Sample #10,,,,,control,control,,,0,0,,,,,,,,
1551,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #1,,,,,control,control,,,0,0,,,,,,,,
1552,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #2,,,,,control,control,,,0,0,,,,,,,,
1553,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #3,,,,,control,control,,,0,0,,,,,,,,
1554,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #4,,,,,control,control,,,0,0,,,,,,,,
1555,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #5,,,,,control,control,,,0,0,,,,,,,,
1556,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #6,,,,,control,control,,,0,0,,,,,,,,
1557,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #7,,,,,control,control,,,0,0,,,,,,,,
1558,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #8,,,,,control,control,,,0,0,,,,,,,,
1559,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #9,,,,,control,control,,,0,0,,,,,,,,
1560,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 207(1) Non-treated  Sample #10,,,,,control,control,,,0,0,,,,,,,,
1561,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #1,,,,,control,control,,,0,0,,,,,,,,
1562,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #2,,,,,control,control,,,0,0,,,,,,,,
1563,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #3,,,,,control,control,,,0,0,,,,,,,,
1564,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #4,,,,,control,control,,,0,0,,,,,,,,
1565,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #5,,,,,control,control,,,0,0,,,,,,,,
1566,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #6,,,,,control,control,,,0,0,,,,,,,,
1567,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #7,,,,,control,control,,,0,0,,,,,,,,
1568,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #8,,,,,control,control,,,0,0,,,,,,,,
1569,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #9,,,,,control,control,,,0,0,,,,,,,,
1570,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 308(1) Non-treated  Sample #10,,,,,control,control,,,0,0,,,,,,,,
1571,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 404(1) Non-treated  Sample #1,,,,,control,control,,,0,0,,,,,,,,
1572,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 404(1) Non-treated  Sample #2,,,,,control,control,,,0,0,,,,,,,,
1573,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 404(1) Non-treated  Sample #3,,,,,control,control,,,0,0,,,,,,,,
1574,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 404(1) Non-treated  Sample #4,,,,,control,control,,,0,0,,,,,,,,
1575,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 404(1) Non-treated  Sample #5,,,,,control,control,,,0,0,,,,,,,,
1576,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 404(1) Non-treated  Sample #6,,,,,control,control,,,0,0,,,,,,,,
1577,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 404(1) Non-treated  Sample #7,,,,,control,control,,,0,0,,,,,,,,
1578,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 404(1) Non-treated  Sample #8,,,,,control,control,,,0,0,,,,,,,,
1579,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 404(1) Non-treated  Sample #9,,,,,control,control,,,0,0,,,,,,,,
1580,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 404(1) Non-treated  Sample #10,,,,,control,control,,,0,0,,,,,,,,
1581,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 106(6) Endura 8 oz/ac  Sample #1,,,,,Endura,boscalid,,,1,8,,,,,,,,
1582,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 106(6) Endura 8 oz/ac  Sample #2,,,,,Endura,boscalid,,,1,8,,,,,,,,
1583,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 106(6) Endura 8 oz/ac  Sample #3,,,,,Endura,boscalid,,,1,8,,,,,,,,
1584,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 106(6) Endura 8 oz/ac  Sample #4,,,,,Endura,boscalid,,,1,8,,,,,,,,
1585,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 106(6) Endura 8 oz/ac  Sample #5,,,,,Endura,boscalid,,,1,8,,,,,,,,
1586,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 106(6) Endura 8 oz/ac  Sample #6,,,,,Endura,boscalid,,,1,8,,,,,,,,
1587,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 106(6) Endura 8 oz/ac  Sample #7,,,,,Endura,boscalid,,,1,8,,,,,,,,
1588,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 106(6) Endura 8 oz/ac  Sample #8,,,,,Endura,boscalid,,,1,8,,,,,,,,
1589,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 106(6) Endura 8 oz/ac  Sample #9,,,,,Endura,boscalid,,,1,8,,,,,,,,
1590,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 106(6) Endura 8 oz/ac  Sample #10,,,,,Endura,boscalid,,,1,8,,,,,,,,
1591,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 208(6) Endura 8 oz/ac  Sample #1,,,,,Endura,boscalid,,,1,8,,,,,,,,
1592,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 208(6) Endura 8 oz/ac  Sample #2,,,,,Endura,boscalid,,,1,8,,,,,,,,
1593,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 208(6) Endura 8 oz/ac  Sample #3,,,,,Endura,boscalid,,,1,8,,,,,,,,
1594,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 208(6) Endura 8 oz/ac  Sample #4,,,,,Endura,boscalid,,,1,8,,,,,,,,
1595,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 208(6) Endura 8 oz/ac  Sample #5,,,,,Endura,boscalid,,,1,8,,,,,,,,
1596,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 208(6) Endura 8 oz/ac  Sample #6,,,,,Endura,boscalid,,,1,8,,,,,,,,
1597,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 208(6) Endura 8 oz/ac  Sample #7,,,,,Endura,boscalid,,,1,8,,,,,,,,
1598,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 208(6) Endura 8 oz/ac  Sample #8,,,,,Endura,boscalid,,,1,8,,,,,,,,
1599,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 208(6) Endura 8 oz/ac  Sample #9,,,,,Endura,boscalid,,,1,8,,,,,,,,
1600,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 208(6) Endura 8 oz/ac  Sample #10,,,,,Endura,boscalid,,,1,8,,,,,,,,
1601,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 301(6) Endura 8 oz/ac  Sample #1,,,,,Endura,boscalid,,,1,8,,,,,,,,
1602,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 301(6) Endura 8 oz/ac  Sample #2,,,,,Endura,boscalid,,,1,8,,,,,,,,
1603,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 301(6) Endura 8 oz/ac  Sample #3,,,,,Endura,boscalid,,,1,8,,,,,,,,
1604,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 301(6) Endura 8 oz/ac  Sample #4,,,,,Endura,boscalid,,,1,8,,,,,,,,
1605,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 301(6) Endura 8 oz/ac  Sample #5,,,,,Endura,boscalid,,,1,8,,,,,,,,
1606,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 301(6) Endura 8 oz/ac  Sample #6,,,,,Endura,boscalid,,,1,8,,,,,,,,
1607,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 301(6) Endura 8 oz/ac  Sample #7,,,,,Endura,boscalid,,,1,8,,,,,,,,
1608,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 301(6) Endura 8 oz/ac  Sample #8,,,,,Endura,boscalid,,,1,8,,,,,,,,
1609,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 301(6) Endura 8 oz/ac  Sample #9,,,,,Endura,boscalid,,,1,8,,,,,,,,
1610,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 301(6) Endura 8 oz/ac  Sample #10,,,,,Endura,boscalid,,,1,8,,,,,,,,
1611,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 402(6) Endura 8 oz/ac  Sample #1,,,,,Endura,boscalid,,,1,8,,,,,,,,
1612,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 402(6) Endura 8 oz/ac  Sample #2,,,,,Endura,boscalid,,,1,8,,,,,,,,
1613,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 402(6) Endura 8 oz/ac  Sample #3,,,,,Endura,boscalid,,,1,8,,,,,,,,
1614,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 402(6) Endura 8 oz/ac  Sample #4,,,,,Endura,boscalid,,,1,8,,,,,,,,
1615,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 402(6) Endura 8 oz/ac  Sample #5,,,,,Endura,boscalid,,,1,8,,,,,,,,
1616,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 402(6) Endura 8 oz/ac  Sample #6,,,,,Endura,boscalid,,,1,8,,,,,,,,
1617,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 402(6) Endura 8 oz/ac  Sample #7,,,,,Endura,boscalid,,,1,8,,,,,,,,
1618,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 402(6) Endura 8 oz/ac  Sample #8,,,,,Endura,boscalid,,,1,8,,,,,,,,
1619,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 402(6) Endura 8 oz/ac  Sample #9,,,,,Endura,boscalid,,,1,8,,,,,,,,
1620,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 402(6) Endura 8 oz/ac  Sample #10,,,,,Endura,boscalid,,,1,8,,,,,,,,
1621,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 103(8) Aproach12 fl oz/ac @R1+R3  Sample #1,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1622,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 103(8) Aproach12 fl oz/ac @R1+R3  Sample #2,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1623,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 103(8) Aproach12 fl oz/ac @R1+R3  Sample #3,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1624,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 103(8) Aproach12 fl oz/ac @R1+R3  Sample #4,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1625,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 103(8) Aproach12 fl oz/ac @R1+R3  Sample #5,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1626,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 103(8) Aproach12 fl oz/ac @R1+R3  Sample #6,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1627,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 103(8) Aproach12 fl oz/ac @R1+R3  Sample #7,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1628,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 103(8) Aproach12 fl oz/ac @R1+R3  Sample #8,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1629,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 103(8) Aproach12 fl oz/ac @R1+R3  Sample #9,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1630,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 103(8) Aproach12 fl oz/ac @R1+R3  Sample #10,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1631,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 206(8) Aproach12 fl oz/ac @R1+R3  Sample #1,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1632,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 206(8) Aproach12 fl oz/ac @R1+R3  Sample #2,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1633,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 206(8) Aproach12 fl oz/ac @R1+R3  Sample #3,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1634,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 206(8) Aproach12 fl oz/ac @R1+R3  Sample #4,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1635,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 206(8) Aproach12 fl oz/ac @R1+R3  Sample #5,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1636,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 206(8) Aproach12 fl oz/ac @R1+R3  Sample #6,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1637,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 206(8) Aproach12 fl oz/ac @R1+R3  Sample #7,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1638,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 206(8) Aproach12 fl oz/ac @R1+R3  Sample #8,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1639,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 206(8) Aproach12 fl oz/ac @R1+R3  Sample #9,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1640,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 206(8) Aproach12 fl oz/ac @R1+R3  Sample #10,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1641,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 305(8) Aproach12 fl oz/ac @R1+R3  Sample #1,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1642,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 305(8) Aproach12 fl oz/ac @R1+R3  Sample #2,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1643,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 305(8) Aproach12 fl oz/ac @R1+R3  Sample #3,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1644,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 305(8) Aproach12 fl oz/ac @R1+R3  Sample #4,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1645,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 305(8) Aproach12 fl oz/ac @R1+R3  Sample #5,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1646,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 305(8) Aproach12 fl oz/ac @R1+R3  Sample #6,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1647,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 305(8) Aproach12 fl oz/ac @R1+R3  Sample #7,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1648,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 305(8) Aproach12 fl oz/ac @R1+R3  Sample #8,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1649,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 305(8) Aproach12 fl oz/ac @R1+R3  Sample #9,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1650,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 305(8) Aproach12 fl oz/ac @R1+R3  Sample #10,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1651,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 406(8) Aproach12 fl oz/ac @R1+R3  Sample #1,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1652,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 406(8) Aproach12 fl oz/ac @R1+R3  Sample #2,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1653,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 406(8) Aproach12 fl oz/ac @R1+R3  Sample #3,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1654,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 406(8) Aproach12 fl oz/ac @R1+R3  Sample #4,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1655,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 406(8) Aproach12 fl oz/ac @R1+R3  Sample #5,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
